entry_id,sense_id,sense_group,pos,gloss_ru,labels,refs,raw_block,confidence_parse
2860,3,paren,,"наставлять, давать наставление",,,"наставлять, давать наставление; Разведкага барып јаткан улусты јакыыр, ӱредер керек",0.9
2861,1,paren,,"поручение, наказ",,,"поручение, наказ; јакылтаны бӱдӱрер выполнять поручение; Ол јакылтазын немеге бодобой турган ошкош (И. Шодоев) Кажется, он ни во что не ставит [его] наказ; Курачыныҥ jакылтазын сакып турды (Л. Кокышев) Ждал задания [от] Курачы;",0.9
2861,2,paren,,"задание; айылга берген jакылтаны бӱдӱрер выполнять задание, заданное на дом",,,"задание; айылга берген jакылтаны бӱдӱрер выполнять задание, заданное на дом; ♦ грам. јакылта кебер повелительная форма",0.9
2862,1,none,,назидательный,,,назидательный; јакылталу ӱн назидательный голос,0.6
2863,1,none,,понуд. от јакы- 2 заказывать; бичик јакыдар заказывать книгу,понуд.,,понуд. от јакы- 2 заказывать; бичик јакыдар заказывать книгу,0.7
2864,1,none,,взаимн.-совм. от јакы- 2 заказывать; бой-бойлорына бичик јакыжар заказывать друг другу книги,взаимн.,,взаимн.-совм. от јакы- 2 заказывать; бой-бойлорына бичик јакыжар заказывать друг другу книги,0.8
2865,1,paren,,заказывание; бичик јакыш заказывание книги,,,заказывание; бичик јакыш заказывание книги;,0.8
2865,2,paren,,наставление,,,наставление; јакыштаҥ арып калар устать от наставлений,0.8
2866,1,none,,"плата, оплата; иш учун јалын алар брать плату за работу; јалы јок иш работа без оплаты (неоплачиваемая работа)",,,"плата, оплата; иш учун јалын алар брать плату за работу; јалы јок иш работа без оплаты (неоплачиваемая работа)",0.7
2867,1,paren,,грива,,,грива; аттыҥ јалы грива лошади; карагуланыҥ јалы грива льва;,0.8
2867,2,paren,,подгривный жир,,,"подгривный жир; калыҥ јал толстый подгривный жир; ♦ јалы калыҥ мал упитанный скот (букв. скотина с толстым подгривным жиром); Јалду болзо ― ат, јакалу болзо ― тон (Погов.) Если с гривой, то ― конь, если с воротником, то ― шуба",0.9
2868,1,none,,насыпь; дамба; вал,,,насыпь; дамба; вал; јолдыҥ јака јалы дорожная насыпь,0.6
2869,1,paren,,"лизать, облизывать; ийт балузын jалайт собака облизывает свою болячку",,,"лизать, облизывать; ийт балузын jалайт собака облизывает свою болячку;",0.8
2869,2,paren,,лакать,,,лакать; киске сӱт јалайт кошка лакает молоко;,0.8
2869,3,paren,,"пренебр. лизать, угождать (пресмыкаться, подхалимствуя); jаандардыҥ таманын jалап ийгедий готов лизать пятки начальников",пренебр.,,"пренебр. лизать, угождать (пресмыкаться, подхалимствуя); jаандардыҥ таманын jалап ийгедий готов лизать пятки начальников;",1.0
2869,4,paren,,"перен. лизать, касаться; јалбыш стенени jалайт пламя лижет стену",перен.,,"перен. лизать, касаться; јалбыш стенени jалайт пламя лижет стену; ла jат (Э. Тоюшев) А Катуни что, всё шумит, обнимая камни, которых веками касалась",1.0
2870,1,none,,штраф; пеня; јала салар наложить штраф (штрафовать),,,штраф; пеня; јала салар наложить штраф (штрафовать); јала кӧптӧйт пеня увеличивается,0.7
2871,1,paren,,гребень (вырост на голове некоторых птиц),,,гребень (вырост на голове некоторых птиц); пӧтӱктиҥ јалаазы гребень петуха; попугайдыҥ јалаазы гребень попугая;,0.9
2871,2,paren,,"кисть, кисточка (украшение головного убора); ср. чачак",,ср. чачак,"кисть, кисточка (украшение головного убора); ср. чачак; бӧрӱктиҥ јалаазы кисточка шапки;",0.9
2871,3,paren,,"лента, шёлковая нить (вплетается в девичью косу)",,,"лента, шёлковая нить (вплетается в девичью косу)",0.8
2872,1,none,,см. јалаа,,см. јалаа,см. јалаа,0.4
2873,1,paren,,"добродушный, отзывчивый, приветливый; jалакай кижи добродушный человек",,,"добродушный, отзывчивый, приветливый; jалакай кижи добродушный человек;",0.8
2873,2,paren,,ласковый; энениҥ jалакай колдоры ласковые руки матери,,,ласковый; энениҥ jалакай колдоры ласковые руки матери;,0.8
2873,3,dot,,"приветливость, добродушие",,,"приветливость, добродушие; Кадынныҥ јалакайы туткан (К. Телесов) Пробудилось добродушие Катуни",0.9
2874,1,paren,,"рел. уст. узкие полоски материи или шнур яркого цвета, растянутые между двух берёз около жертвенника",рел.;уст.,,"рел. уст. узкие полоски материи или шнур яркого цвета, растянутые между двух берёз около жертвенника;",1.0
2874,2,paren,,"полоски материи в виде ленточек на одежде шамана, а также привязываемые к ветке дерева на перевалах, у священных источников, на предметах (сосуде, треножнике, свадебной занавеске и т.д.); ср. кыйра",т.д.,ср. кыйра,"полоски материи в виде ленточек на одежде шамана, а также привязываемые к ветке дерева на перевалах, у священных источников, на предметах (сосуде, треножнике, свадебной занавеске и т.д.); ср. кыйра",1.0
2875,1,none,,"возвр. от jалаоблизываться, лизать себя; бозу јаланат телёнок лижет себя",возвр.,,"возвр. от jалаоблизываться, лизать себя; бозу јаланат телёнок лижет себя; этти кӧруп, јаланып ийди увидев мясо, облизнулся",0.8
2876,1,dot,,"поле, поляна, равнина",,,"поле, поляна, равнина; тартыжуныҥ јалаҥдары поля сражений; Чоокыр чечектӱ јайгы јалаҥдарымды сананып, айдар эдим (К. Телесов) Вспомнив летние поляны с пёстрыми цветами, я сказал бы; јалаҥныҥ ӧлӧҥи полевая трава;",0.9
2876,2,paren,,"равнинный, ровный",,,"равнинный, ровный; јалаҥ јер равнинное место;",0.8
2876,3,dot,нареч.,нареч. сплошь; повсеместно,,,нареч. сплошь; повсеместно; јалаҥ јуу сплошь сало; фабрикада јалаҥ ӱй улус иштейт на фабрике работают сплошь женщины; ♦ јалаҥ дӧӧн куучындаар го- -,1.0
2877,1,none,,понуд. от jала-; уйга тус јаладар корове давать лизать соль,понуд.,,понуд. от jала-; уйга тус јаладар корове давать лизать соль,0.7
2878,1,none,,бойбойын јалажар облизывать друг друга,взаимн.,,взаимн.-совм. от јала-; бойбойын јалажар облизывать друг друга,0.7
2879,1,none,,лизание,,,лизание; ийтиҥ јалажы лизание собаки; тус јалаш лизание соли,0.6
2880,1,paren,,"становиться плоским, расплющиваться; темир айак jалбайып калды железная чашка стала плоской",,,"становиться плоским, расплющиваться; темир айак jалбайып калды железная чашка стала плоской;",0.9
2880,2,paren,,расширяться; jол jалбайар дорога расширится,,,расширяться; jол jалбайар дорога расширится,0.8
2881,1,none,,понуд. от jалбай-; кадуны jалбайтып салар расплющить гвоздь; јолды jалбайтар расширять дорогу,понуд.,,понуд. от jалбай-; кадуны jалбайтып салар расплющить гвоздь; јолды jалбайтар расширять дорогу,0.8
2882,1,paren,,плоский,,,плоский; јалбак таманду ӧдӱк обувь с плоской подошвой; Јалбак ташка jууктап келди (Л. Кокышев) Подошла к плоскому камню;,0.9
2882,2,paren,,широкий,,,широкий; јалбак јӱс широкое лицо;,0.8
2882,3,dot,,открытый склон горы; јалбакка чыгар выйти на открытый склон горы,,,"открытый склон горы; јалбакка чыгар выйти на открытый склон горы; јалбакта койлор отоп јӱрди на открытом склоне паслись овцы; ♦ јалбагынаҥ јадар бездельничать, лежать на боку",0.9
2883,1,paren,,"расплющивать, делать плоским; темирди јалбактап салар расплющить железо",,,"расплющивать, делать плоским; темирди јалбактап салар расплющить железо;",0.8
2883,2,paren,,раскатывать (о тесте); тестени jалбактаар раскатывать тесто,,,раскатывать (о тесте); тестени jалбактаар раскатывать тесто,0.8
2884,1,none,,понуд. от jалбакта-; трубаны jалбактадар заставить расплюшить трубу; тестени jалбактатпас не заставлять раскатывать тесто,понуд.,,понуд. от jалбакта-; трубаны jалбактадар заставить расплюшить трубу; тестени jалбактатпас не заставлять раскатывать тесто,0.8
2885,1,none,,пологий,,ср. јайташ,пологий; jалбаҥ јер пологое место; ср. јайташ,0.6
2886,1,paren,,образоподр. лететь или парить в воздухе (с распростёртыми крыльями),,,образоподр. лететь или парить в воздухе (с распростёртыми крыльями); теҥериде таандар jалбаҥдайт в небе парят грачи;,0.9
2886,2,paren,,"пренебр. делать неуклюжие и размашистые движения (о человеке); jалбаҥдабай ла отурган болзо лучше бы сидел, чем неуклюже ходить; ср. талбанда-",пренебр.,ср. талбанда-,"пренебр. делать неуклюжие и размашистые движения (о человеке); jалбаҥдабай ла отурган болзо лучше бы сидел, чем неуклюже ходить; ср. талбанда-",1.0
2887,1,paren,,расплющивать; сабарын јалбарып алар расплющить палец - јалбырап турды огонь пылал; развеваться; байрам кӱнде кайда ла маанылар јалбырайт в праздничные дни повсюду развеваются флаги,,ср. балбар-,"расплющивать; ср. балбар-, јалбакта- 1; сабарын јалбарып алар расплющить палец - јалбырап турды огонь пылал; развеваться; байрам кӱнде кайда ла маанылар јалбырайт в праздничные дни повсюду развеваются флаги;",0.9
2887,2,paren,,перен. пылать; jӱзи ачынганынаҥ јалбырай берген от гнева лицо запылало,перен.,,перен. пылать; jӱзи ачынганынаҥ јалбырай берген от гнева лицо запылало;,0.9
2887,3,paren,,перен. пылать (о цветении),перен.,,перен. пылать (о цветении); Кидим ле јайдыҥ бойы. Јажыл-торко јалбырап турды (К. Телесов) Самый разгар лета. Зелёный шёлк пылал,1.0
2888,1,none,,лист (растения); сары jалбырактар кейде айланыжат в воздухе кружатся жёлтые листья,,,лист (растения); сары jалбырактар кейде айланыжат в воздухе кружатся жёлтые листья,0.7
2889,1,none,,собирать листья; айас кӱнде јалбырактаар керек надо в ясную погоду собирать листья,,,собирать листья; айас кӱнде јалбырактаар керек надо в ясную погоду собирать листья,0.7
2890,1,none,,"покрываться листвой, чечек јалбыракталган цветок покрылся листьями",,,"покрываться листвой, чечек јалбыракталган цветок покрылся листьями",0.6
2891,1,none,,"лиственный, с листьями; чоокыр jалбырактарлу ӧзум растение с пёстрыми листьями",,,"лиственный, с листьями; чоокыр jалбырактарлу ӧзум растение с пёстрыми листьями",0.6
2892,1,none,,"понуд. от jалбыра-; отты jалбырадып ийер заставить огонь пылать; мааныларды јалбырадып, демонстрацияга барар развевая флаги, идти на демонстрацию",понуд.,,"понуд. от jалбыра-; отты jалбырадып ийер заставить огонь пылать; мааныларды јалбырадып, демонстрацияга барар развевая флаги, идти на демонстрацию;",0.8
2893,1,none,,пламя; jаан jалбышту кӱйер гореть большим пламенем,,,"пламя; jаан jалбышту кӱйер гореть большим пламенем; Теҥериге једе бергедий јалбыш (К. Телесов) Пламя, которое может достигнуть неба",0.7
2894,1,none,,"пламенеть, пылать; вспыхивать; от јалбыштады огонь запылал",,,"пламенеть, пылать; вспыхивать; от јалбыштады огонь запылал",0.6
2895,1,none,,"воспламеняться, разгораться пламенем; чыкту чаазын jалбышталбай турды сырая бумага не воспламенялась",страд.,,"страд. от јалбышта-; воспламеняться, разгораться пламенем; чыкту чаазын jалбышталбай турды сырая бумага не воспламенялась; От удура соккон эзинге тиркиреп, jалбышталып браатты (Э. Тоюшев) Огонь, гудя от встречного лёгкого ветерка, разгоралась пламенем",0.8
2896,1,paren,,пылающий; јалбышту от пылающий огонь,,,пылающий; јалбышту от пылающий огонь;,0.8
2896,2,paren,,перен. пламенный,перен.,,перен. пламенный; јалбышту сӱӱш пылкая любовь,0.9
2897,1,none,,нанимать; ишчилер jалдап алар нанять работников,,,нанимать; ишчилер jалдап алар нанять работников,0.6
2898,1,none,,наниматься; тура тударга jалданар наниматься строить дом,,,наниматься; тура тударга jалданар наниматься строить дом,0.6
2899,1,none,,понуд. от jалдазаставлять нанимать; тура тударга jалдадар заставить нанимать строить дом,понуд.,,понуд. от jалдазаставлять нанимать; тура тударга jалдадар заставить нанимать строить дом,0.8
2900,1,none,,взаим.-совм. от jалдавместе нанимать; ишке улус jалдажар вместе нанимать людей на работу,,,взаим.-совм. от jалдавместе нанимать; ишке улус jалдажар вместе нанимать людей на работу,0.7
2901,1,none,,наём; акчага jалдаш наём за деньги,,,наём; акчага jалдаш наём за деньги,0.6
2902,1,paren,,"оплачиваемый, платный; јалду иш оплачиваемый труд",,,"оплачиваемый, платный; јалду иш оплачиваемый труд;",0.8
2902,2,paren,,наёмный; jалду иш наёмная работа,,,наёмный; jалду иш наёмная работа,0.8
2903,1,none,,"одержимый; горячее сердце, отважное сердце",,,"одержимый; горячее сердце, отважное сердце; jал-јӱрек jиит одержимый молодой человек; ♦ јал-јӱректе амыр јок испытывает душевное страдание, беспокойство",0.7
2904,1,paren,,распутный,,,распутный; јалјыр јӱрӱм распутная жизнь;,0.8
2904,2,paren,,перен. грязный,перен.,,перен. грязный; јалјыр керектер грязные дела,0.9
2905,1,paren,,"распутничать, распуститься",,,"распутничать, распуститься; ол кижи ӧткӱре јалјырап калган тот человек совсем распустился;",0.9
2905,2,paren,,"стать неопрятным, грязным",,,"стать неопрятным, грязным; јалјырап калган базып јӱрер ходить неопрятным",0.8
2906,1,none,,слизистый,,,слизистый; јалјырак мешке слизистый гриб,0.6
2907,1,paren,,ластиться (о собаке); ийт ээзине jалканчып турды собака ластилась к своему хозяину,,,ластиться (о собаке); ийт ээзине jалканчып турды собака ластилась к своему хозяину;,0.9
2907,2,paren,,"льстить, подлизываться, подхалимничать (о человеке)",,,"льстить, подлизываться, подхалимничать (о человеке); јалканчып јӱрӱп, јамы алган подлизываясь, получил должность",0.9
2908,1,none,,"подлиза, подхалим",,,"подлиза, подхалим",0.6
2909,1,dot,,ленивый; јалку уулчак ленивый мальчик; јалку бее ленивая кобыла,,,ленивый; јалку уулчак ленивый мальчик; јалку бее ленивая кобыла;,0.8
2909,2,paren,,"лень; јалкузы келди лень одолела, разленился",,,"лень; јалкузы келди лень одолела, разленился;",0.8
2909,3,paren,,"лентяй, лодырь; Слерлер – лесов) Вы лодыри, не хотите работать",,,"лентяй, лодырь; Слерлер – лесов) Вы лодыри, не хотите работать; ♦ кӧк јалку очень ленивый, лодырь",0.9
2910,1,none,,лениться,,,"лениться; Јалкуурбай, барып айтсаҥ, jакшынак кызычак болорыҥ (А. Адаров) Не ленясь, иди скажи, будешь хорошенькой девочкой",0.7
2911,1,none,,"остерегаться, бояться кого-чего; оныҥ кылыгынаҥ jалкып калар остерегаться его поступка",,,"остерегаться, бояться кого-чего; оныҥ кылыгынаҥ jалкып калар остерегаться его поступка; аказынаҥ јалкыыр бояться брата",0.7
2912,1,none,,молния; агашка jалкын тӱшкен молния сразила дерево; jалкын jалт этти сверкнула молния,,,молния; агашка jалкын тӱшкен молния сразила дерево; jалкын jалт этти сверкнула молния,0.7
2913,1,none,,сверкать (о молнии); кере тӱжиле jалкындаган весь день сверкала молния,,,"сверкать (о молнии); кере тӱжиле jалкындаган весь день сверкала молния; jалкындаган кийнинде, кӱкӱрт после того как сверкнула молния, кӱзӱреди загремел гром",0.7
2914,1,none,,"подвергающийся смирению, унижению",,,"подвергающийся смирению, унижению; ♦ Јаҥыс кижи jалкынчак (Посл.) Одинокий человек легко подвергается смирению (букв. легко усмирить, унизить одинокого человека)",0.7
2915,1,none,,"понуд. от јалкызаставлять остерегаться, бояться кого; улусты jалкыдар заставлять людей остерегаться; балдарын јалкыдар заставлять своих детей бояться",понуд.,,"понуд. от јалкызаставлять остерегаться, бояться кого; улусты jалкыдар заставлять людей остерегаться; балдарын јалкыдар заставлять своих детей бояться",0.8
2916,1,none,,"мести, подметать что; тураны jалмаар мести дом",,,"мести, подметать что; тураны jалмаар мести дом; Ол бойыныҥ jолын килейте jалмап салар (Э. Тоюшев) Он свою дорогу дочиста подметёт",0.7
2917,1,dot,,"склон, косогор; јалманда аттар турат на косогоре стоят лошади",,,"склон, косогор; јалманла орык јол чӧйилет по склону вьётся тропинка; јалманда аттар турат на косогоре стоят лошади;",0.9
2917,2,dot,,пологий,,,пологий; јалман јер пологое место,0.8
2918,1,none,,"понуд. от jалмазаставлять подметать, мести; кирнестени јалмадар заставлять подмести крыльцо",понуд.,,"понуд. от jалмазаставлять подметать, мести; кирнестени јалмадар заставлять подмести крыльцо",0.8
2919,1,paren,,взаимн.-совм. от jалмавместе подметать; оромды jалмажар вместе подметать улицу - ягодица; jалмашка укол тургузар ставить укол в ягодицу,взаимн.,,взаимн.-совм. от jалмавместе подметать; оромды jалмажар вместе подметать улицу - ягодица; jалмашка укол тургузар ставить укол в ягодицу,1.0
2920,1,none,,подметание; оромдор jалмаш подметание улиц,,,подметание; оромдор jалмаш подметание улиц,0.6
2921,1,none,,"см. jалмууш, jалмуур, сибирги",,см. jалмууш,"см. jалмууш, jалмуур, сибирги",0.6
2922,1,none,,"метла, метёлка, веник; ср. jалмууш, jалму, сибирги",,ср. jалмууш,"метла, метёлка, веник; ср. jалмууш, jалму, сибирги",0.6
2923,1,none,,"метла, метёлка, веник; ср. jалмуур, jалму, сибирги",,ср. jалмуур,"метла, метёлка, веник; ср. jалмуур, jалму, сибирги",0.6
2924,1,none,,"сверкать (о свете, молнии и т.п.)",т.п.,,"сверкать (о свете, молнии и т.п.); от јалт эделе, ӧчӱп калды огонь, сверкнув, погас; јалкын јалт этти сверкнула молния; кӧстӧри јалт этти глаза его сверкнули; ♦ санаазы јалт эткен почувствовал облегчение, успокоился",0.8
2925,1,dot,,"страшный, вызывающий боязнь; jалтамчылу неме jок нет ничего страшного",,,"страшный, вызывающий боязнь; jалтамчылу неме jок нет ничего страшного;",0.8
2925,2,dot,,в функц. сказ. боязно кому; ср. коркымчылу,функц.,ср. коркымчылу,в функц. сказ. боязно кому; Јаҥыс кижиге бӧрӱниҥ уйазын да коскоротоны јалтамчылу (У. Садыков) Одному человеку ворошить даже нору волка боязно; ср. коркымчылу,1.0
2926,1,none,,"остерегаться, опасаться; пугаться; ср. коркы-; садынчактардаҥ јалтанар остерегаться предателей; кабинетке кирерге јалтанар пугаться заходить в кабинет",,ср. коркы-,"остерегаться, опасаться; пугаться; ср. коркы-; садынчактардаҥ јалтанар остерегаться предателей; кабинетке кирерге јалтанар пугаться заходить в кабинет",0.7
2927,1,none,,"отважный, бесстрашный; ср. коркыбас; јалтанбас керек бесстрашный поступок",,ср. коркыбас,"отважный, бесстрашный; ср. коркыбас; јалтанбас јуучыл отважный воин; јалтанбас керек бесстрашный поступок",0.7
2928,1,none,,"пугливый, боязливый; ср. коркынчак; јалтанчак кижи пугливый человек; јалтанчак башкараачы боязливый руководитель",,ср. коркынчак,"пугливый, боязливый; ср. коркынчак; јалтанчак кижи пугливый человек; јалтанчак башкараачы боязливый руководитель",0.7
2929,1,none,,боязнь,,,"боязнь; Баштапкы катап јалтанчы јогынаҥ сӧс айтканын бойы да сеспей калды (К. Телесов) Даже сам не почувствовал (не заметил), как в первый раз без боязни сказал слово",0.7
2930,1,none,,"взаимн.-совм. от јалтаностерегаться, бояться друг друга; улус бой- - друга, перестали открыто разговаривать друг с другом",взаимн.,,"взаимн.-совм. от јалтаностерегаться, бояться друг друга; улус бой- - друга, перестали открыто разговаривать друг с другом",0.8
2931,1,none,,"боязнь, пугливость",,,"боязнь, пугливость; Чугуулчы кер бееге јаба јууктап, јалтаныш јогынаҥ саай берерде, бее, чындап та, токынай берди (У. Садыков) Когда Чугуулчы, подойдя близко к гнедой кобыле, без боязни начала доить, кобыла и вправду успокоилась",0.7
2932,1,paren,,"сверкать, блестеть; алтын чылап јалтырайт блестит как золото",,,"сверкать, блестеть; алтын чылап јалтырайт блестит как золото; Ол айга јалтырап турган немези, байла, јес тырмагы болбайсын (К. Телесов) То, что сверкает при луне, это, наверное, его медный коготь;",0.9
2932,2,paren,,"сверкать, блестеть (о глазах)",,,"сверкать, блестеть (о глазах); сӱӱнгенинеҥ кӧстӧри јалтырап турды глаза её сверкали от радости",0.9
2933,1,none,,"сверкающий, блестящий; ср. јалтыркай тош сверкающий лёд",,ср. јалтыркай тош сверкающий лёд,"сверкающий, блестящий; ср. јалтыркай тош сверкающий лёд",0.6
2934,1,none,,блестящий; јалтырууш арчуул блестящий платок; јалтырууш чаазын блестящая бумага,,,блестящий; јалтырууш арчуул блестящий платок; јалтырууш чаазын блестящая бумага,0.7
2935,1,none,,"слуга, батрак",,,"слуга, батрак; јалы јок јалчы слуга без оплаты за работу",0.6
2936,1,none,,"наниматься слугой, батраком; быть слугой, батраком; улуска јалчыланар наниматься к людям слугой",,,"наниматься слугой, батраком; быть слугой, батраком; улуска јалчыланар наниматься к людям слугой",0.7
2937,1,none,,"умолять, обращаться с мольбой; акча сурап, јалынар умолять, прося деньги",,,"умолять, обращаться с мольбой; акча сурап, јалынар умолять, прося деньги",0.6
2938,1,none,,"понуд. от јалынзаставлять умолять, обращаться с мольбой; улус јалындырарга сӱӱр кижи человек, любящий делать так, чтобы люди умоляли [его]",понуд.,,"понуд. от јалынзаставлять умолять, обращаться с мольбой; улус јалындырарга сӱӱр кижи человек, любящий делать так, чтобы люди умоляли [его]",0.8
2939,1,none,,"взаимн.-совм. от јалынумолять, обращаться с мольбой; улус јалыныжып баштаар деп бодойт думает, что люди начнут обращаться с мольбой",взаимн.,,"взаимн.-совм. от јалынумолять, обращаться с мольбой; улус јалыныжып баштаар деп бодойт думает, что люди начнут обращаться с мольбой",0.8
2940,1,none,,"обращение с мольбой, мольба, просьба; ол бистеҥ јалыныш сакып болбос он не дождётся от нас обращения с мольбой",,,"обращение с мольбой, мольба, просьба; ол бистеҥ јалыныш сакып болбос он не дождётся от нас обращения с мольбой",0.7
2941,1,none,,"штопать, латать; чамчаны јамаар штопать рубашку жир стынет",,,"штопать, латать; чамчаны јамаар штопать рубашку жир стынет",0.6
2942,1,none,,уголки губ,,,уголки губ; Эки јамакайы дӧӧн чилекейи агып турза чы (К. Телесов) Когда слюни его по двум уголкам рта текут-то,0.7
2943,1,dot,,плохой,,,"плохой; јаман кылык-јаҥ плохой характер; Јакшы да, јаман да ӧй келишсин, је јаҥыс ла нак болыгар (К. Телесов) Пусть даже и плохое, и хорошее время достанется, но только будьте дружными; Бис јаман керек эткен эмезис (Л. Кокышев) Мы плохое дело не совершили ведь;",0.9
2943,2,dot,,нареч. плохо,,,"нареч. плохо; Эмди база анайда јаман иштеер болзогор, мен урядник экелерим (И. Шодоев) Если ещё будете также плохо работать, я приведу урядника;",0.9
2943,3,dot,сущ.,в знач. сущ. плохое,в знач.,,"в знач. сущ. плохое; Бот оныҥ учун кижиге јаман эдердеҥ болгой, јаман сананбас та керек (К. Телесов) Вот поэтому человеку не то что плохое делать, но и думать плохого не надо; ♦ јаман кӧстӱ с дурным глазом; јаман кӧс болор быть изгоем; јаман кӧрӧр ненавидеть, плохо относиться; јаман ады чыгар опозориться; Јаманныҥ колына бергенче, јакшыныҥ јолына чач (Погов.) Чем отдать плохому [человеку] в руки, лучше бросить хорошему в ноги",1.0
2944,1,none,,"возвр. от јамаштопаться, заниматься латанием; энем јаманып отурды мама сидела, занимаясь латанием",возвр.,,"возвр. от јамаштопаться, заниматься латанием; энем јаманып отурды мама сидела, занимаясь латанием",0.8
2945,1,none,,зоол. удод,зоол.,,зоол. удод,0.7
2946,1,none,,"говорить плохое, оговаривать, чернить, порочить, хулить",,,"говорить плохое, оговаривать, чернить, порочить, хулить; Ол до улусты эмди канайып јамандаар (У. Садыков) И про тех людей сейчас как можно плохое говорить; Нӧкӧрим бодоп ачынбас, кижи јамандабас, јымжак кылык-јаҥду болгон",0.7
2948,1,none,,"страд. от јамандаухудшаться, портиться; оныҥ су-кадыгы јамандалат его здоровье ухудшается",страд.,,"страд. от јамандаухудшаться, портиться; оныҥ су-кадыгы јамандалат его здоровье ухудшается; кӱн јамандалат погода портится",0.8
2949,1,none,,возвр. от јамандачув-,возвр.,,возвр. от јамандачув-,0.7
2950,1,none,,понуд. от јамандапорицаться кем-л.; улуска јамандатпаска албаданат старается не порицаться людьми,понуд.,,понуд. от јамандапорицаться кем-л.; улуска јамандатпаска албаданат старается не порицаться людьми,0.8
2951,1,none,,взаимн.-совм. от јамандавместе говорить плохое о ком-чём-л.; говорить плохое друг о друге; бой-бойын улуска јамандажар людям говорить плохо друг о друге,взаимн.,,взаимн.-совм. от јамандавместе говорить плохое о ком-чём-л.; говорить плохое друг о друге; бой-бойын улуска јамандажар людям говорить плохо друг о друге,0.8
2952,1,none,,"говорение плохого о комчём-л., поношение, опорочивание, хула; улус јамандаш ― јаман кылык поношение людей ― плохая привычка",,,"говорение плохого о комчём-л., поношение, опорочивание, хула; улус јамандаш ― јаман кылык поношение людей ― плохая привычка",0.7
2953,1,none,,"кое-как, так-сяк; ижин јамандыра эдип салды выполнил свою работу так-сяк",,,"кое-как, так-сяк; ижин јамандыра эдип салды выполнил свою работу так-сяк",0.6
2954,1,none,,понуд. от јамазаставлять штопать; давать заштопать; чамчаны јамадар заставлять штопать рубашку,понуд.,,понуд. от јамазаставлять штопать; давать заштопать; чамчаны јамадар заставлять штопать рубашку,0.8
2955,1,none,,заплата,,,заплата; калыҥ јамачы толстая заплата,0.6
2956,1,none,,"латать, накладывать заплату",,,"латать, накладывать заплату",0.6
2957,1,none,,"понуд. от јамачылазаставлять латать, накладывать заплату; давать залатать, наложить заплату",понуд.,,"понуд. от јамачылазаставлять латать, накладывать заплату; давать залатать, наложить заплату",0.8
2958,1,none,,штопание; штан jамаш латание штанов,,,штопание; штан jамаш латание штанов,0.6
2959,1,paren,,должность,,,должность; директордыҥ јамызы должность директора;,0.8
2959,2,paren,,"чин, звание",,,"чин, звание; майордыҥ јамызы чин майора",0.8
2960,1,none,,"кичиться, гордиться властью",,,"кичиться, гордиться властью; јамызыла јамыркаар кичиться своей должностью",0.6
2961,1,dot,,"любящий кичиться своей должностью, властью; јамыркак кижи человек, любящий кичиться своей должностью, властью",,,"любящий кичиться своей должностью, властью; јамыркак кижи человек, любящий кичиться своей должностью, властью;",0.9
2961,2,dot,сущ.,"в знач. сущ. тот, который любит кичиться своей должностью; властолюбец, карьерист",в знач.,,"в знач. сущ. тот, который любит кичиться своей должностью; властолюбец, карьерист; јамыркакка јаҥ бергенде, јакшы јок ничего хорошего нет, когда дают власть тому, кто любит кичиться своей должностью - јӱрзе, јер-алтайына јанып келер (И. Шодоев) Если живой лишь будет, [то] вернётся на свою родину; Удабас јылу јериҥ јаар јанарыҥ (И. Шодоев) Скоро возвратишься в своё тёплое место; Мен бодозом, јанар (И. Шодоев) Я думаю, надо возвращаться; Василий јаҥы ла иштеҥ јанып келген, комбинезонын уштып турды (У. Садыков) Василий только что вернулся домой с работы, снимает свой комбинезон; ♦ кӱӱни јанар разочаровываться; јана базар отступать, отказываться; јана баспай отважно; јана баспас отважный, стойкий",1.0
2962,1,none,,в разн. знач. сторона; энези јанынаҥ тӧрӧгӧн родственник со стороны матери; проямоугольниктиҥ эки јаны две стороны прямоугольника,в разн. знач.;С.,,"в разн. знач. сторона; медальдар тӧштиҥ сол јанында медали на левой стороне груди; бычактыҥ курч јаны острая сторона ножа; энези јанынаҥ тӧрӧгӧн родственник со стороны матери; ӧштӱлердиҥ јанында болор быть на стороне врагов; тексттиҥ јакшы јаны положительная сторона текста; проямоугольниктиҥ эки јаны две стороны прямоугольника; бир јанынаҥ, ол чын с одной стороны, это правда; Ары јанынаҥ ӱркидип ийзе, бастыра мал бери келер (С. Суразаков) Если с той стороны вспугнуть, весь скот сюда придёт",0.8
2963,1,paren,,"убегающий, уходящий домой (о животных); јангак ат конь, уходящий домой; јангак ийт собака, убегающая домой",,,"убегающий, уходящий домой (о животных); јангак ат конь, уходящий домой; јангак ийт собака, убегающая домой;",0.9
