entry_id,sense_id,sense_group,pos,gloss_ru,labels,refs,raw_block,confidence_parse
582,2,paren,,"перен., груб. кричать, из- давать прерывистые звуки (о человеке)",перен.;груб.,,"перен., груб. кричать, из- давать прерывистые звуки (о человеке); … [Чööчöйöк] унчукты: «…Jе база не деп акшыраар?» (К. Телесов) …[Чёёчёйёк] про- изнёс: «…Ну о чём ещё будете кричать?»; … Озойдыҥ акшып-акшып айткан сӧстӧри угулып туру (Л. Кокышев) …Слышны слова Озоя, прерывисто произнесённые",1.00
583,1,paren,межд.,"межд. погоди, подожди, постой (выражает повеление остановиться, подо- ждать)",,,"межд. погоди, подожди, постой (выражает повеление остановиться, подо- ждать); Акыр, ол кажы киреде болгон эди (Э. Тоюшев) Постой, когда же это случилось;",1.00
583,2,paren,,"ну-ка (выражает призыв или побуждение к действию); акыр, балдарды тÿргендедек ну-ка, давай поторопим детей",,,"ну-ка (выражает призыв или побуждение к действию); акыр, балдарды тÿргендедек ну-ка, давай поторопим детей",0.90
584,1,none,,"медлить, не спешить; акыр- зынып отурар сидеть, не спеша",,,"медлить, не спешить; акыр- зынып отурар сидеть, не спеша",0.60
585,1,paren,,"брать, получать; колыла алар брать руками; ишjал алар получать зарпла- ту",,,"брать, получать; колыла алар брать руками; ишjал алар получать зарпла- ту;",0.80
585,2,paren,,"покупать, приобретать; калаш алар покупать хлеб; тура алар приобретать дом",,,"покупать, приобретать; калаш алар покупать хлеб; тура алар приобретать дом;",0.80
585,3,paren,,"принимать, скупать; эт алар принимать мясо; тÿк алар скупать шерсть",,,"принимать, скупать; эт алар принимать мясо; тÿк алар скупать шерсть;",0.80
585,4,paren,,убирать; столдыҥ ÿстинеҥ артык немелерди алып салар убрать со стола лишние предметы,,,убирать; столдыҥ ÿстинеҥ артык немелерди алып салар убрать со стола лишние предметы;,0.90
585,5,paren,,забирать; угузуны алып алар забрать за- явление; баланы школдоҥ алар забирать ребёнка из школы,,,забирать; угузуны алып алар забрать за- явление; баланы школдоҥ алар забирать ребёнка из школы;,0.90
585,6,paren,,"принимать, зачислять; ишке алар принимать на работу; институт- ка алар зачислять в институт",,,"принимать, зачислять; ишке алар принимать на работу; институт- ка алар зачислять в институт;",0.90
585,7,paren,,,перен.;Ч.,,"перен. ох- - кöстиҥ алдыла jаш акты (Ч. Чунижеков) Окно схватил мороз, под глазами потек- ли слёзы;",0.80
585,8,paren,,"няньчиться, присматривать за кем-л.; бала алар няньчиться с ребёнком",,,"няньчиться, присматривать за кем-л.; бала алар няньчиться с ребёнком;",0.80
585,9,paren,,занимать; маргаанда баштапкы јер алар занять первое место на соревнованиях,,,занимать; маргаанда баштапкы јер алар занять первое место на соревнованиях;,0.80
585,10,paren,гл.,"в качестве вспом. гл. выражает действие, совершаемое для себя; бичип алды списал; садып алар купить; сурап алар попросить",,,"в качестве вспом. гл. выражает действие, совершаемое для себя; бичип алды списал; садып алар купить; сурап алар попросить; ♦ сöс алар брать слово; тынын алар спа- саться; колго алар взять в руки; öчин алар мстить; кижи алар жениться; кӱн алар про- водить время; јыт алар чуять запах; ис алар брать след; кӧс албас не отрывать глаз; алар неме jок брать нечего; Аларын меҥдебе — тÿбин шÿÿ (Посл.) Брать не спеши — о по- следствиях подумай",1.00
586,1,paren,,"первая часть сложных слов со знач.: много, множество; ал-камык множество",знач.,,"первая часть сложных слов со знач.: много, множество; ал-камык множество;",0.90
586,2,paren,,"все, весь; ал-санаа все мысли",,,"все, весь; ал-санаа все мысли;",0.80
586,3,paren,,"сплошь, сплошной; ал-тайга сплошная тайга",,,"сплошь, сплошной; ал-тайга сплошная тайга",0.80
587,1,none,,"пегий, пёстрый, пятнистый, поло- сатый (о масти животных, оперении птиц); ала ат пегая лошадь; ала саҥыскан пёстрая сорока; ср. öлö",,ср. öлö,"пегий, пёстрый, пятнистый, поло- сатый (о масти животных, оперении птиц); ала ат пегая лошадь; ала саҥыскан пёстрая сорока; ср. öлö; ♦ ала кöс выпученные глаза",0.70
588,1,none,,"зоол. балобан; ср. чоокыр, ыла- ачын",зоол.,ср. чоокыр,"зоол. балобан; ср. чоокыр, ыла- ачын",0.70
589,1,none,послелог,"послелог с, от чего-л.; кырдаҥ ала öзöккö jетире от горы до долины",,,"послелог с, от чего-л.; кырдаҥ ала öзöккö jетире от горы до долины; таҥнаҥ ала тÿнге jетире с утра до ночи; ♦ jаказынаҥ ала эдегине jетире сверху до- низу (букв. с воротника до подола)",0.80
590,1,paren,,рассеянный; алаа ÿренчик рассеянный ученик,,ср. аҥаа,рассеянный; алаа ÿренчик рассеянный ученик; ср. аҥаа;,0.80
590,2,paren,,"глуповатый; ср. аамай, алгас, алдас, тенек; алаа кижи глуповатый человек",,ср. аамай,"глуповатый; ср. аамай, алгас, алдас, тенек; алаа кижи глуповатый человек;",0.80
590,3,dot,,"ротозей, зевака",,,"ротозей, зевака",0.80
591,1,none,,зоол. селезень,зоол.,,зоол. селезень,0.70
592,1,dot,нареч.,"теряться, недоумевать",,,"теряться, недоумевать; Сураныҥ кийнинде анча-мынча артып, Толя алаатып калган баратты (Ш. Шати- нов) Вслед за Сурой, немного отстав, шёл растерявшийся Толя нареч. растерянно, недоумённо, в недо- умении; Тал каҥзазын тиштенип, Тас алаатылу отурат (АБ) Держа в зубах ивовую трубку, Тас сидит в недоумении",1.00
593,1,none,,"понуд. от алааты- застав- лять растеряться, недоумевать; приводить в недоумение; бу солун оны алаатыдып ийди эта новость привела его в недоумение",понуд.,,"понуд. от алааты- застав- лять растеряться, недоумевать; приводить в недоумение; бу солун оны алаатыдып ийди эта новость привела его в недоумение",0.80
594,1,none,,"растерянность, недоумение; улуста алаатыш, чочыш у людей растерян- ность, испуг",,,"растерянность, недоумение; улуста алаатыш, чочыш у людей растерян- ность, испуг",0.60
595,1,none,,зоол. окунь,зоол.,,зоол. окунь,0.70
596,1,none,,"пёстрый, полосатый, пят- нистый (об оперении птиц); ала-была саҥыскан пёстрая сорока",,,"пёстрый, полосатый, пят- нистый (об оперении птиц); ала-была саҥыскан пёстрая сорока",0.70
597,1,none,,дерево для изготовления лука,,,дерево для изготовления лука,0.60
598,1,none,,"беспомощный, слабый, бессильный; ала-jабыска jыжынар обижать слабых",,,"беспомощный, слабый, бессильный; ала-jабыска jыжынар обижать слабых; А-аа, слерлер Алтайдыҥ аҥын да, ала-jабыстыҥ эки-jаҥызын да слерлер jийтен туру ине! (К. Телесов) А-аа, и зверей Алтая вы, и одну-две скотины беспомощного вы должны есть, оказывается!",0.70
599,1,dot,,маленький,Ч.,,"маленький; Сен, кöрмöс, аттыҥ эдиле эткен белбенди балага нениҥ учун бергеҥ? Ала-jаш баланы килинчек- теп койдыҥ (Ч. Чунижеков) Ты, бес, почему дал ребёнку пельмени из конины? Малень- кого ребёнка замучил;",1.00
599,2,dot,,"раннее детство, младенчество",,,"раннее детство, младенчество; Ала-jаштаҥ бери ару кейле тынган кижи катан да болбой (Б. Укачин) Человек, который с раннего детства дышал чистым воздухом, и здоровым будет",0.90
600,1,none,,"уст. лакомство, яства; сладо- сти; ср. тамзык",уст.,ср. тамзык,"уст. лакомство, яства; сладо- сти; ср. тамзык; Караты-Каан алтын сто- лын jылдыр турат, алайманын салып ту- рат… (Из сказки) Караты-Каан пододвигает золотой стол, выкладывает яства...",0.80
601,1,paren,,молоток; ср. маска; алакала чалгы согор отбивать молотком косу,,ср. маска,молоток; ср. маска; алакала чалгы согор отбивать молотком косу;,0.80
601,2,paren,,ала- ка (орнамент в виде молотка); тонго алака салар вышивать на шубе орнамент алака,,,ала- ка (орнамент в виде молотка); тонго алака салар вышивать на шубе орнамент алака;,0.90
602,1,paren,,отбивать молотком; чалгы алакалаар отбивать молотком косу,,,отбивать молотком; чалгы алакалаар отбивать молотком косу;,0.80
602,2,paren,,вы- шивать орнамент алака; јаканы алакалап кöктööр вышивать на воротнике орнамент алака,,,вы- шивать орнамент алака; јаканы алакалап кöктööр вышивать на воротнике орнамент алака;,0.90
602,3,paren,,"делать печатку, оттиск на перстне",,,"делать печатку, оттиск на перстне; јӱстӱкти алакалап салар сделать оттиск на перстне",0.90
603,1,none,,ладонь; јаан алакан большая ладонь,,,ладонь; јаан алакан большая ладонь,0.60
604,1,none,,"бить, ударять ладонью; да- вать пощёчину; тыҥ алакандап ийер сильно ударить ладонью",,,"бить, ударять ладонью; да- вать пощёчину; тыҥ алакандап ийер сильно ударить ладонью",0.70
605,1,none,,"возвр. от алканда- бить, ударять себя ладонью",возвр.,,"возвр. от алканда- бить, ударять себя ладонью; Эртегизинде тизеҥ, тӧҥмӧгиҥ кара-кӧк. Кӧкип-кӧӧрӧйлӧ, ӧткӱре алаканданып, тажынып койгон болорыҥ (Д. Каинчин) На следующий день колени, бёдра твои тёмно-синие. Окажется, что, взбодрившись, воодушевившись, черес- чур ударял, бил себя ладонями",0.80
606,1,paren,,"понуд. от алаканда- заставлять бить, ударить ладонью; застав- лять дать пощёчину; кижини алакандадар заставлять бить человека ладонью",понуд.,,"понуд. от алаканда- заставлять бить, ударить ладонью; застав- лять дать пощёчину; кижини алакандадар заставлять бить человека ладонью;",1.00
606,2,paren,,быть побитым ладонью; получить пощёчину; ке- нетийин алакандадып алар внезапно полу- чить пощёчину,,,быть побитым ладонью; получить пощёчину; ке- нетийин алакандадып алар внезапно полу- чить пощёчину,0.90
607,1,none,,"взаимн.-совм. от ала- канда- ударять ладонью, давать пощёчину друг другу; кыстар алакандашты девушки дали друг другу пощёчину",взаимн.,,"взаимн.-совм. от ала- канда- ударять ладонью, давать пощёчину друг другу; кыстар алакандашты девушки дали друг другу пощёчину",0.80
608,1,none,,удар ладонью; пощёчина; тыҥ алакандаш сильная пощёчина,,,удар ладонью; пощёчина; тыҥ алакандаш сильная пощёчина,0.60
609,1,none,,зоол. утка-пеганка,зоол.,,зоол. утка-пеганка,0.70
610,1,none,,"зоол. гоголь; ср. ала-талбак, ала-таркат",зоол.,ср. ала-талбак,"зоол. гоголь; ср. ала-талбак, ала-таркат",0.70
611,1,paren,нареч.,"нареч. ни с того, ни с сего",,,"нареч. ни с того, ни с сего; Олор экӱ оны кӧргӧн лӧ јерге ала-кӧнӧ не ле деп каргагылаар болгон (Э. Тоюшев) Они вдвоём, как только видели его, ни с того, ни с сего начинали всячески проклинать;",1.00
611,2,paren,,"пона- - понапрасну втыкать нельзя; Ала-кöнö агаш чаппа, jуртыҥ кургаар (Посл.) Без надоб- ности не руби дерево, род твой засохнет",Посл.,ср. ала-кӱне,"пона- - понапрасну втыкать нельзя; Ала-кöнö агаш чаппа, jуртыҥ кургаар (Посл.) Без надоб- ности не руби дерево, род твой засохнет; ср. ала-кӱне",1.00
612,1,paren,нареч.,"нареч. ни с того, ни с сего",,,"нареч. ни с того, ни с сего; Ала-кӧндӧлӧҥ кандый да бир канатту куштаҥ коркыганына, оноҥ улам согушканына уулчактардыҥ кажызы ла: Толя фуфайказыныҥ алдында, Кы- лык тонныҥ алдында кайкап, ачурканат (Ш. Шатинов) Каждый из мальчиков — Толя под своей фуфайкой, Кылык под пальто, удивляясь, огорчаются из-за того, что подра- лись ни с того, ни с сего, испугавшись какой- то одной крылатой птицы;",1.00
612,2,paren,,"понапрасну, без надобности; ала-кöндöлöҥ байлу кырга чыкпас понапрасну нельзя подниматься на священную гору; см. ала-кöнö, ала-кÿне",,см. ала-кöнö,"понапрасну, без надобности; ала-кöндöлöҥ байлу кырга чыкпас понапрасну нельзя подниматься на священную гору; см. ала-кöнö, ала-кÿне",0.90
613,1,none,,"см. ала-кöнö, ала-кÿнче",,см. ала-кöнö,"см. ала-кöнö, ала-кÿнче",0.60
614,1,none,,ала-кÿн jааш слепой дождь,,,ала-кÿн jааш слепой дождь,0.60
615,1,none,,"лить, идти (о слепом до- жде)",,,"лить, идти (о слепом до- жде); ала-кӱндеп јааш јаайт льёт слепой дождь",0.60
616,1,paren,нареч.,"нареч. ни с того, ни с сего",,,"нареч. ни с того, ни с сего; Jÿс, ала-кÿне кара терге тÿжÿп, кара- рып турган айлы jаар кайра кöрÿп салат (Н. Бельчекова) Дьюс, ни с того, ни с сего сильно потея, посматривает назад на черне- ющий свой дом;",1.00
616,2,paren,,"понапрасну, без надоб- ности; ала-кÿне ачынар расстроиться пона- прасну; ср. ала-кöнö",,ср. ала-кöнö,"понапрасну, без надоб- ности; ала-кÿне ачынар расстроиться пона- прасну; ср. ала-кöнö",0.90
617,1,paren,нареч.,"нареч. ни с того, ни с сего; ала-кÿнче кыйгырар ни с того, ни сего кричать",,,"нареч. ни с того, ни с сего; ала-кÿнче кыйгырар ни с того, ни сего кричать;",0.90
617,2,paren,,"понапрасну, без надобности; ср. ала-кöнö, ала-кÿне",,ср. ала-кöнö,"понапрасну, без надобности; Кижи ала-кӱнче коркыбас эди… (Ш. Ша- тинов) Человек понапрасну не боялся бы…; ср. ала-кöнö, ала-кÿне",0.90
618,1,none,,уст. разница; ср. башка,уст.,ср. башка,"уст. разница; ср. башка; Эмди бу азыйдагы таҥынаҥ јатканынаҥ тыҥ алакчызы јок нӧкӧрлик эмес болды (П. Кучияк) Теперь это не был коллектив, не имеющий большой разницы от прежнего жи- тья особняком -",0.80
619,1,none,,яблоко; кызыл алама красное яблоко,,,яблоко; кызыл алама красное яблоко,0.60
620,1,none,,уст. яблоко; ср. алама,уст.,ср. алама,"уст. яблоко; ср. алама; [Ӧcкӱc- Уул] Аламаттыҥ аракызын ичти, Койу, тату курсак jиди (АБ) [Ёскюс-Уул] выпил вина из яблок, поел густой, сладкой еды",0.80
621,1,none,,см. алама-шикир,,см. алама-шикир,см. алама-шикир,0.60
622,1,paren,,"яства, лакомства; алама-шикирин столго тургузар ставить яства свои на стол",,,"яства, лакомства; алама-шикирин столго тургузар ставить яства свои на стол;",0.80
622,2,paren,,сладости,,,"сладости; Чай, тус, алама-шикир — ÿзези керек (И. Шинжин) Чай, соль, сладости — всё нужно",0.90
623,1,dot,,"изнеженный, из- балованный",,ср. јажу,"изнеженный, из- балованный; ср. јажу, јажыркак, ӧлӧ 3, ӧлӧ-чоокыр 2; ала-мӧнчӧк бала изнежен- ный ребёнок;",0.90
623,2,paren,,"неженка, баловень",,,"неженка, баловень; ала- мӧнчӧктӧрди амтажытпас баловней не расповаживать;",0.80
623,3,paren,,"нега, баловство",,,"нега, баловство; Бу ала- мöнчöк jÿрген байдыҥ балазы эмес (Б. Бе- дюров) Это не ребёнок богача, живший в неге",0.90
624,1,none,,"нежить, баловать",,,"нежить, баловать; Мыны… ала-мöнчöктöп ийзе, jе кем бÿтпес, кандый jакшы бала чыдабас, ол кем болбос эди! (Б. Бедюров) Если его… из- баловать, ну кто бы из него получился, какой бы хороший ребёнок вырос, ведь кем бы он мог стать!",0.70
625,1,none,,"гнёт, угнетение, притесне- ние; ср. кызыш",,ср. кызыш,"гнёт, угнетение, притесне- ние; ср. кызыш; там анда алам-ӧчӧк болды был гнёт",0.60
626,1,none,,"межа, граница",,ср. аҥкан,"межа, граница; ср. аҥкан",0.60
627,1,paren,,пёстрый; аламык јер пёстрая земля,,,пёстрый; аламык јер пёстрая земля;,0.80
627,2,paren,,редкий; аламык эт мясо с редкими прослойками жира; аламык кар јаады выпал редкий снег,,,редкий; аламык эт мясо с редкими прослойками жира; аламык кар јаады выпал редкий снег;,0.90
627,3,dot,,пёстрая вершина горы (покрытая серыми камнями); аламык- та кочкорлор кӧрӱнет на пёстрой вершине горы видны горные бараны,,,пёстрая вершина горы (покрытая серыми камнями); аламык- та кочкорлор кӧрӱнет на пёстрой вершине горы видны горные бараны,0.90
628,1,none,,межевать; jaлаҥды ала- мыктаар межевать поле,,,межевать; jaлаҥды ала- мыктаар межевать поле,0.60
629,1,none,,"падать местами, редко",,,"падать местами, редко",0.60
630,1,paren,,"яства, лакомства; алтын стол тургузылды, аламыр-чикир аш чогылды золотой стол поставили, лаком- ства поставили грудой",,,"яства, лакомства; алтын стол тургузылды, аламыр-чикир аш чогылды золотой стол поставили, лаком- ства поставили грудой;",0.90
630,2,paren,,сладости; аламыр- чикир садып алар купить сладости; ср. ала- ма-шикир,,ср. ала- ма-шикир,сладости; аламыр- чикир садып алар купить сладости; ср. ала- ма-шикир,0.80
631,1,none,,зоол. желна (вид дятла),зоол.,,зоол. желна (вид дятла),0.70
632,1,paren,,"конусообразная юрта (из жердей, корьевая); аланчык айылдар конусообразные юрты",,,"конусообразная юрта (из жердей, корьевая); аланчык айылдар конусообразные юрты;",0.80
632,2,paren,,этн. остов конусо- образной юрты,этн.,,"этн. остов конусо- образной юрты; ♦ Аланчыктаҥ тудунба — айыл бузулар, аамай-тенек jÿрбе — албаты айдар (Посл.) За остов юрты не держись — юрта рухнет, не будь дураком — народ осла- вит",1.00
633,1,none,,"очень удивляться, не- доумевать; алаҥ кайкап турар стоять, недо- умевая",,,"очень удивляться, не- доумевать; алаҥ кайкап турар стоять, недо- умевая; ♦ алаҥ болор недоумевать",0.70
634,1,none,,"понуд. от алаҥ кай- ка- очень удивлять, приводить в недоумение; ол улусты алаҥ кайкатты он очень удивил людей",понуд.,,"понуд. от алаҥ кай- ка- очень удивлять, приводить в недоумение; ол улусты алаҥ кайкатты он очень удивил людей",0.80
635,1,none,,"взаимн.-совм. от алаҥ кайка- очень удивляться, недоумевать; бис алаҥ кайкаштыс мы очень удивились",взаимн.,,"взаимн.-совм. от алаҥ кайка- очень удивляться, недоумевать; бис алаҥ кайкаштыс мы очень удивились",0.80
636,1,none,,абсолютно открытый,,,"абсолютно открытый; алаҥ-ачык јер абсолютно открытое место; Мынайып алаҥ-ачык теҥериниҥ алдында уйуктабаганымнаҥ бери база удаган ла... (Б. Укачин) С тех пор, как не спал подобным образом под абсолютно открытым небом, много же времени прошло…",0.70
637,1,none,,сомнение,С.,,"сомнение; Jейнек алаҥзу jогынаҥ, чокым айтты: «Коркыбазым, ада» (С. Манитов) Дьейнек без сомнения, ясно сказала: «Не буду бояться, папа»",0.80
638,1,none,,сомнительный; алаҥзулу сурак сомнительный вопрос; алаҥзулу ке- рек сомнительное дело,,,сомнительный; алаҥзулу сурак сомнительный вопрос; алаҥзулу ке- рек сомнительное дело,0.70
639,1,none,,сомневаться,,,"сомневаться; Каракыс алаҥзып турала, кӱреедеҥ чыга конды",0.60
640,1,none,,возвр. от алаҥзы- сомне- ваться; ол алаҥзынат он сомневается,возвр.,,возвр. от алаҥзы- сомне- ваться; ол алаҥзынат он сомневается,0.70
641,1,none,,"склонный к сомне- ниям, легко сомневающийся",,,"склонный к сомне- ниям, легко сомневающийся; алаҥзыҥкай кижи легко сомневающийся человек; ♦ Алаҥзыҥкайдыҥ алары ас (Посл.) Склон- ному к сомнениям мало достаётся",0.70
642,1,none,,понуд. от алаҥзы- за- ставлять сомневаться; оныҥ сöстöри мени алаҥзытты его слова заставили меня засо- мневаться,понуд.,,понуд. от алаҥзы- за- ставлять сомневаться; оныҥ сöстöри мени алаҥзытты его слова заставили меня засо- мневаться,0.80
643,1,none,,взаимн.-совм. от алаҥзы- вместе сомневаться; эл-jон алаҥзышты на- род засомневался,взаимн.,,взаимн.-совм. от алаҥзы- вместе сомневаться; эл-jон алаҥзышты на- род засомневался,0.80
644,1,none,,сомнение; мен- де кандый да алаҥзыш јок у меня никаких сомнений нет,,ср. алаҥзу,сомнение; ср. алаҥзу; мен- де кандый да алаҥзыш јок у меня никаких сомнений нет; алаҥзыш јогынаҥ бÿдер ве- рить без сомнения,0.70
645,1,none,,"бот. кукольник, чемерица Лобеля",бот.,,"бот. кукольник, чемерица Лобеля",0.70
646,1,none,,зоол. козодой,зоол.,,зоол. козодой,0.70
647,1,none,межд.,"межд. алас (заклинание, исполь- зуемое в благопожеланиях, обрядах); Алас, алас, Ак-Быркан! Алтын кырлу ак арчын! (Благоп.) Алас, алас, Ак-Бурхан! Священный можжевельник с золотыми краями",,,"межд. алас (заклинание, исполь- зуемое в благопожеланиях, обрядах); Алас, алас, Ак-Быркан! Алтын кырлу ак арчын! (Благоп.) Алас, алас, Ак-Бурхан! Священный можжевельник с золотыми краями",0.80
648,1,none,,зоол. иволга; ср. торко-сары,зоол.,ср. торко-сары,зоол. иволга; ср. торко-сары,0.70
649,1,paren,,"окуривать, очищать ды- мом можжевельника (в целях дезинфекции, освежения, изгонения злых духов и т.п.); тураныҥ ичин аластаар окуривать дом ды- мом можжевельника",т.п.,,"окуривать, очищать ды- мом можжевельника (в целях дезинфекции, освежения, изгонения злых духов и т.п.); тураныҥ ичин аластаар окуривать дом ды- мом можжевельника;",1.00
649,2,paren,,"перен., разг. бить; ср. саба-; ол уулын аластады он побил своего сына",перен.;разг.,ср. саба-,"перен., разг. бить; ср. саба-; ол уулын аластады он побил своего сына",0.90
650,1,paren,,"возвр. от аласта- окуривать, очищать себя дымом можжевельника (в це- лях дезинфекции, освежения, изгонения злых духов и т.п.); тураныҥ ичин аластадар заставлять очищать дом дымом можжевельника; быть окуренным, очи- щенным дымом можжевельника (в целях де- зинфекции, освежения, изгонения злых духов и т.п.); ламага аластадар быть окуренным дымом можжевельника ламой",возвр.;т.п.,,"возвр. от аласта- окуривать, очищать себя дымом можжевельника (в це- лях дезинфекции, освежения, изгонения злых духов и т.п.); Jе удабастаҥ ла бу улустар арутанар, аластанар учурлу (Б. Бедюров) Но уже вскоре эти люди должны очиститься, окуривать себя дымом можжевельника - ника (в целях дезинфекции, освежения, из- гонения злых духов и т.п.); тураныҥ ичин аластадар заставлять очищать дом дымом можжевельника; быть окуренным, очи- щенным дымом можжевельника (в целях де- зинфекции, освежения, изгонения злых духов и т.п.); ламага аластадар быть окуренным дымом можжевельника ламой",1.00
651,1,paren,,"взаимн.-совм. от аласта- вместе окуривать, очищать дымом можже- вельника; помогать окуривать, очищать ды- мом можжевельника (в целях дезинфекции, освежения, изгонения злых духов и т.п.); ту- раны аластажар помогать окуривать дом ды- мом можжевельника",взаимн.;т.п.,,"взаимн.-совм. от аласта- вместе окуривать, очищать дымом можже- вельника; помогать окуривать, очищать ды- мом можжевельника (в целях дезинфекции, освежения, изгонения злых духов и т.п.); ту- раны аластажар помогать окуривать дом ды- мом можжевельника;",1.00
651,2,paren,,"перен., разг. драться; кыстар аласташкан девушки подрались",перен.;разг.,,"перен., разг. драться; кыстар аласташкан девушки подрались",0.90
652,1,none,,"окуривание, очищение ды- мом можжевельника (в целях дезинфекции, освежения, изгонения злых духов и т.п.); ай jаҥыда аласташ очищение дымом можже- вельника в новолуние",т.п.,,"окуривание, очищение ды- мом можжевельника (в целях дезинфекции, освежения, изгонения злых духов и т.п.); ай jаҥыда аласташ очищение дымом можже- вельника в новолуние",0.80
653,1,none,,"зоол. гоголь; ср. ала-кöс, ала-таркат",зоол.,ср. ала-кöс,"зоол. гоголь; ср. ала-кöс, ала-таркат",0.70
654,1,none,,"зоол. гоголь; ср. ала-кöс, ала-талбак",зоол.,ср. ала-кöс,"зоол. гоголь; ср. ала-кöс, ала-талбак",0.70
655,1,paren,нареч.,"нареч. сразу, с ходу",,,"нареч. сразу, с ходу; Ого ала-тарый бÿдерге де кÿч болгон (Б. Ука- чин) С ходу ему даже поверить было трудно;",1.00
655,2,paren,,сгоряча; Ала-тарый согоно до тату (По- гов.) Сгоряча и лук сладок,,ср. изӱ-тарый,сгоряча; Ала-тарый согоно до тату (По- гов.) Сгоряча и лук сладок; ср. изӱ-тарый,0.80
656,1,none,,см. ала-тарый,,см. ала-тарый,см. ала-тарый,0.60
657,1,none,,"бот. фиалка трёхцветная, анютины глазки",бот.,ср. кастаман,"бот. фиалка трёхцветная, анютины глазки; ср. кастаман, килиҥ-чечек",0.70
658,1,none,,"пёстрый, пятнистый, по- лосатый (о масти); ала-чоокыр уй пёстрая корова",,,"пёстрый, пятнистый, по- лосатый (о масти); ала-чоокыр уй пёстрая корова",0.60
659,1,none,,мерин,,,мерин,0.40
660,1,none,,"зоол. дятел; ср. томыртка, ка- радас, тас-кара",зоол.,ср. томыртка,"зоол. дятел; ср. томыртка, ка- радас, тас-кара",0.70
661,1,none,,зоол. соболь; ср. киш,зоол.,ср. киш,зоол. соболь; ср. киш,0.70
662,1,none,,охотиться на соболя,,,охотиться на соболя; быјыл -,0.60
663,1,none,,понуд. от албаала- застав- лять охотиться на соболя; адазы уулын ал- бааладат отец заставляет сына охотиться на соболя,понуд.,,понуд. от албаала- застав- лять охотиться на соболя; адазы уулын ал- бааладат отец заставляет сына охотиться на соболя,0.80
664,1,none,,охота на соболя; албаалаш jедимдÿ болгон охота на соболя была удач- ной,,,охота на соболя; албаалаш jедимдÿ болгон охота на соболя была удач- ной,0.60
665,1,paren,,"заставлять, принуждать, вы- нуждать, склонять к чему-л.; кысты байга барзын деп албадаар принуждать девушку выйти замуж за богача",,,"заставлять, принуждать, вы- нуждать, склонять к чему-л.; кысты байга барзын деп албадаар принуждать девушку выйти замуж за богача;",0.90
665,2,paren,,насиловать,,,насиловать,0.80
666,1,paren,,"возвр. от албада- 1; ср. кÿjÿрен-, кичеен-; jакшы ÿренерге албада- нар стараться хорошо учиться",возвр.,ср. кÿjÿрен-,"возвр. от албада- 1; ср. кÿjÿрен-, кичеен-; jакшы ÿренерге албада- нар стараться хорошо учиться;",1.00
666,2,paren,,"напрягать- ся; уур jÿкти кöдÿрерге албаданар напря- гаться, чтобы поднять тяжёлый груз",,,"напрягать- ся; уур jÿкти кöдÿрерге албаданар напря- гаться, чтобы поднять тяжёлый груз",0.90
667,1,none,,"старательный, усерд- ный; албаданчак бала усердный ребёнок",,,"старательный, усерд- ный; албаданчак бала усердный ребёнок",0.60
668,1,none,,"старание, усердие; ср. кÿjÿрениш, кичеениш; иште албаданыш старание в работе",,ср. кÿjÿрениш,"старание, усердие; ср. кÿjÿрениш, кичеениш; иште албаданыш старание в работе",0.60
669,1,none,,понуд. от албада-; jаантайын албададып jÿрер всегда быть принуждённым; албададып салар быть из- насилованным,понуд.,,понуд. от албада-; jаантайын албададып jÿрер всегда быть принуждённым; албададып салар быть из- насилованным,0.80
670,1,none,,"взаимн.-совм. от албада-; келинди кожоҥ кожоҥдозын деп албада- жар вместе заставлять женщину спеть пес- ню; албадашканы учун буруладар быть об- винённым за то, что вместе совершал насилие",взаимн.,,"взаимн.-совм. от албада-; келинди кожоҥ кожоҥдозын деп албада- жар вместе заставлять женщину спеть пес- ню; албадашканы учун буруладар быть об- винённым за то, что вместе совершал насилие",0.80
671,1,none,,"принуждение, вынуждение, насилие; ср. албан; албадаш jок таскамал воспитание без принуждения",,ср. албан,"принуждение, вынуждение, насилие; ср. албан; албадаш jок таскамал воспитание без принуждения",0.70
672,1,none,,"раскрывать, разевать (рот); ср. ач-; оозын албайтар разинуть рот",,ср. ач-,"раскрывать, разевать (рот); ср. ач-; оозын албайтар разинуть рот",0.60
673,1,none,,"понуд. от албай- позволять раскрыть, разинуть (рот); оозын албайтар позволять разинуть рот",понуд.,,"понуд. от албай- позволять раскрыть, разинуть (рот); оозын албайтар позволять разинуть рот",0.80
674,1,paren,,"раскрытый, разинутый; Ал- бак оосту не туруҥ? Что ты стоишь с раз- инутым ртом",,,"раскрытый, разинутый; Ал- бак оосту не туруҥ? Что ты стоишь с раз- инутым ртом;",0.80
674,2,paren,,"толстогубый, губастый",,,"толстогубый, губастый; балыктар!» (Т. Торбоков) Там, прыгнув на землю, [заяц] закричал: «Вы одурачены, тол- стогубые киты!»",0.90
675,1,none,,"бот. лопух войлочный, репей- ник; ср. чочко-кулак, уак",бот.,ср. чочко-кулак,"бот. лопух войлочный, репей- ник; ср. чочко-кулак, уак",0.70
676,1,paren,,"принуждение, вынуждение, насилие; ср. албадаш",,ср. албадаш,"принуждение, вынуждение, насилие; ср. албадаш; Албан ла сÿÿш кош- той туруп болбос (А. Адаров) Насилие и лю- бовь рядом стоять не могут;",0.90
