entry_id,sense_id,ex_id,example_alt_raw,example_alt_norm,example_ru,source_note,raw_line
3492,1,1,Оныҥ кийнинде јуу-јепсел јанынаҥ уйан болгонын эске алынды,оныҥ кийнинде јуу-јепсел јанынаҥ уйан болгонын эске алынды,"После этого он вспом- нил о том, что было плохо насчёт вооружения",И. Шодоев,"Оныҥ кийнинде јуу-јепсел јанынаҥ уйан болгонын эске алынды (И. Шодоев) После этого он вспом- нил о том, что было плохо насчёт вооружения"
3492,2,2,Калганчы акчазын јуу-јепсел де эдерине берген улус кӧп,калганчы акчазын јуу-јепсел де эдерине берген улус кӧп,"Лю- дей, которые и последние деньги отдали на изготовление оружия, много",У. Садыков,"Калганчы акчазын јуу-јепсел де эдерине берген улус кӧп (У. Садыков) Лю- дей, которые и последние деньги отдали на изготовление оружия, много"
3496,2,1,Эди-каны база јукачак ла јуунак,эди-каны база јукачак ла јуунак,Тело у неё тоже тонкое и маленькое,Б. Ука- чин,Эди-каны база јукачак ла јуунак (Б. Ука- чин) Тело у неё тоже тонкое и маленькое
3499,1,1,Бу јуугындагы магазиннеҥ бир шил кабак аракы экел,бу јуугындагы магазиннеҥ бир шил кабак аракы экел,Из ближайшего магазина при- неси одну бутылку водки,У. Садыков,Бу јуугындагы магазиннеҥ бир шил кабак аракы экел (У. Садыков) Из ближайшего магазина при- неси одну бутылку водки
3500,1,1,Школго эҥ јуук кемниҥ айлы?,школго эҥ јуук кемниҥ айлы?,Чей дом самый близкий к школе?,Б. Укачин,Школго эҥ јуук кемниҥ айлы? (Б. Укачин) Чей дом самый близкий к школе?
3500,2,2,"Чы- кылдай Моҥулдай ӧбӧгӧнниҥ эҥ јуук, јок, эҥ јуук эмес, а сок јаҥыс нӧкӧри","чы- кылдай моҥулдай ӧбӧгӧнниҥ эҥ јуук, јок, эҥ јуук эмес, а сок јаҥыс нӧкӧри","Чыкылдай самый близкий, нет, не самый близкий, а единственный друг дедушки Мон- гулдая",Б. Ука- чин,"Чы- кылдай Моҥулдай ӧбӧгӧнниҥ эҥ јуук, јок, эҥ јуук эмес, а сок јаҥыс нӧкӧри (Б. Ука- чин) Чыкылдай самый близкий, нет, не самый близкий, а единственный друг дедушки Мон- гулдая"
3500,3,3,"Картыс сенекке јуук јортып келерде, абрада јаан тере тон јатты","картыс сенекке јуук јортып келерде, абрада јаан тере тон јатты","Когда Картыс подъехал близко к сеням, на телеге лежала большая ко- жаная шуба",С. Суразаков,"Картыс сенекке јуук јортып келерде, абрада јаан тере тон јатты (С. Суразаков) Когда Картыс подъехал близко к сеням, на телеге лежала большая ко- жаная шуба"
3501,1,1,"Волостной тураныҥ тыштында, јуукада, јаан кара казанда эт кайнап турды","волостной тураныҥ тыштында, јуукада, јаан кара казанда эт кайнап турды","Снаружи во- лостного дома, во рву, в большом чёрном ка- зане варилось мясо",И. Шодоев,"Волостной тураныҥ тыштында, јуукада, јаан кара казанда эт кайнап турды (И. Шодоев) Снаружи во- лостного дома, во рву, в большом чёрном ка- зане варилось мясо"
3501,1,2,Јаан байбак мӧштиҥ јанындагы јуукада је ле деген кара айу јаткан,јаан байбак мӧштиҥ јанындагы јуукада је ле деген кара айу јаткан,В овраге у большого рас- катистого кедра большой-пребольшой мед- ведь лежал,Б. Укачин,Јаан байбак мӧштиҥ јанындагы јуукада је ле деген кара айу јаткан (Б. Укачин) В овраге у большого рас- катистого кедра большой-пребольшой мед- ведь лежал
3502,2,1,Бис бу ла јууктарда больницаныҥ јаҥы тура- зын алдыбыс,бис бу ла јууктарда больницаныҥ јаҥы тура- зын алдыбыс,Мы только вот не- давно получили новое здание больницы,Б. Укачин,Бис бу ла јууктарда больницаныҥ јаҥы тура- зын алдыбыс (Б. Укачин) Мы только вот не- давно получили новое здание больницы
3502,2,2,"Мен бу јуукта ла Чолушманга айылдап кел- ген кижи, ол керегинде кайдаҥ угайын?","мен бу јуукта ла чолушманга айылдап кел- ген кижи, ол керегинде кайдаҥ угайын?","Я только вот недавно приехал погостить в Чолушман, откуда мне было ус- лышать про это (С. Суразаков) Сзади приближались ойро- ты",С. Суразаков,"Мен бу јуукта ла Чолушманга айылдап кел- ген кижи, ол керегинде кайдаҥ угайын? (С. Суразаков) Я только вот недавно приехал погостить в Чолушман, откуда мне было ус- лышать про это (С. Суразаков) Сзади приближались ойро- ты"
3502,2,3,"Абыс улуска јууктап келеле, ајыктап кӧрӧрдӧ, куучынды Аргымай тӱймеген улуска айдып турган эмтир","абыс улуска јууктап келеле, ајыктап кӧрӧрдӧ, куучынды аргымай тӱймеген улуска айдып турган эмтир","Когда поп, приблизившись к людям, разгля- дел, оказалось, что Аргымай говорил речь пе- ред бунтовавшимся людьми",И. Шодоев,"Абыс улуска јууктап келеле, ајыктап кӧрӧрдӧ, куучынды Аргымай тӱймеген улуска айдып турган эмтир (И. Шодоев) Когда поп, приблизившись к людям, разгля- дел, оказалось, что Аргымай говорил речь пе- ред бунтовавшимся людьми"
3502,3,4,Кыш јууктап келет,кыш јууктап келет,Зима приближается,И. Шодо- ев,Кыш јууктап келет (И. Шодо- ев) Зима приближается
3504,1,1,"Быртыяк нӧкӧри јаар јууктай эҥчейеле, јанындагы улус укпазын деп шымыранып айтты…","быртыяк нӧкӧри јаар јууктай эҥчейеле, јанындагы улус укпазын деп шымыранып айтты…","Быртыяк, наклонив- шись ближе к другу, сказал, шепча, чтобы ря- дом находящиеся люди не услышали…",И. Шодоев,"Быртыяк нӧкӧри јаар јууктай эҥчейеле, јанындагы улус укпазын деп шымыранып айтты… (И. Шодоев) Быртыяк, наклонив- шись ближе к другу, сказал, шепча, чтобы ря- дом находящиеся люди не услышали…"
3505,1,1,"Тӱдрешти бойына кычырып јууктадала, кенете чамчазынаҥ капкан","тӱдрешти бойына кычырып јууктадала, кенете чамчазынаҥ капкан","Подозвав к себе поближе Тюдреша, внезап- но схватил за рубашку",С. Суразаков,"Тӱдрешти бойына кычырып јууктадала, кенете чамчазынаҥ капкан (С. Суразаков) Подозвав к себе поближе Тюдреша, внезап- но схватил за рубашку"
3505,2,2,"Ашаулов ого јаан тузалу кижи болорын Макарий сезип ийеле, оны бойына јууктадып аларга сананды","ашаулов ого јаан тузалу кижи болорын макарий сезип ийеле, оны бойына јууктадып аларга сананды","Ашаулов, почуяв, что Макарий будет ему полезным человеком, решил его прибли- зить к себе",С. Су- разаков,"Ашаулов ого јаан тузалу кижи болорын Макарий сезип ийеле, оны бойына јууктадып аларга сананды (С. Су- разаков) Ашаулов, почуяв, что Макарий будет ему полезным человеком, решил его прибли- зить к себе"
3509,1,1,Тал тӱш кыйа берген киреде бастыразы беш ӱй кижи јуулды,тал тӱш кыйа берген киреде бастыразы беш ӱй кижи јуулды,"Примерно тогда, когда - јоктулар јуулып јон болбос» – деп, шоодып айдыжатан (У. Садыков) «[Когда] соберутся [одни] быки, [то] скота не будет, [когда] собе- рутся [одни] бедняки, [то] народа не будет», – говорили насмехаясь",И. Шодоев,"Тал тӱш кыйа берген киреде бастыразы беш ӱй кижи јуулды (И. Шодоев) Примерно тогда, когда - јоктулар јуулып јон болбос» – деп, шоодып айдыжатан (У. Садыков) «[Когда] соберутся [одни] быки, [то] скота не будет, [когда] собе- рутся [одни] бедняки, [то] народа не будет», – говорили насмехаясь"
3512,1,1,"Докладта элдеҥ озо jууныҥ башталганы, Кызыл Черӱ кандый кÿч ай- алгада jуулашканы ла оныҥ коромjызы керегинде айдылып турды","докладта элдеҥ озо jууныҥ башталганы, кызыл черӱ кандый кÿч ай- алгада jуулашканы ла оныҥ коромjызы керегинде айдылып турды","В докладе в первую очередь говорилось о на- чале войны, о том, в какой тяжёлой ситуации воевала Крсаная армия, и об её потерях",Л. Кокышев,"Докладта элдеҥ озо jууныҥ башталганы, Кызыл Черӱ кандый кÿч ай- алгада jуулашканы ла оныҥ коромjызы керегинде айдылып турды (Л. Кокышев) В докладе в первую очередь говорилось о на- чале войны, о том, в какой тяжёлой ситуации воевала Крсаная армия, и об её потерях"
3513,1,1,Тӧӧлӧс ло кыпчак улус јуулышкан,тӧӧлӧс ло кыпчак улус јуулышкан,Собрались люди из родов тёёлёс и кыпчак,С. Су- разаков,Тӧӧлӧс ло кыпчак улус јуулышкан (С. Су- разаков) Собрались люди из родов тёёлёс и кыпчак
3515,1,1,Эртенгизинде јуун болгон,эртенгизинде јуун болгон,Назавтра было собра- ние,И. Шодоев,Эртенгизинде јуун болгон (И. Шодоев) Назавтра было собра- ние
3515,1,2,Мен ол эҥирде фермага јуунга баргам,мен ол эҥирде фермага јуунга баргам,Я в тот вечер ходил на ферму на собрание,С. Суразаков,Мен ол эҥирде фермага јуунга баргам (С. Суразаков) Я в тот вечер ходил на ферму на собрание
3522,1,1,Коркышту јаан јуу-согуш ондо болгон,коркышту јаан јуу-согуш ондо болгон,Очень большая битва была там,АК,Коркышту јаан јуу-согуш ондо болгон (АК) Очень большая битва была там
3523,1,1,Јер ӱстинде јуу-чак баштап тургандарды ӱзезин кырар эдим,јер ӱстинде јуу-чак баштап тургандарды ӱзезин кырар эдим,Начинающих войну на земле я бы всех истребил,С. Суразаков,Јер ӱстинде јуу-чак баштап тургандарды ӱзезин кырар эдим (С. Суразаков) Начинающих войну на земле я бы всех истребил
3523,1,2,"Ол уулчактарга кыйгырды: «Балдары-ым, јуу-чак божо- гон!","ол уулчактарга кыйгырды: балдары-ым, јуу-чак божо- гон!","Он крикнул мальчикам: «Де-ти мои, война кончилась!»",А. Ередеев,"Ол уулчактарга кыйгырды: «Балдары-ым, јуу-чак божо- гон! (А. Ередеев) Он крикнул мальчикам: «Де-ти мои, война кончилась!»"
3524,2,1,Ол јуучыл солдат,ол јуучыл солдат,Он боевой солдат,И. Шодоев,Ол јуучыл солдат (И. Шодоев) Он боевой солдат
3526,1,1,Нӧкӧрлӧри оныҥ кийнинеҥ ары јӱгӱрдилер,нӧкӧрлӧри оныҥ кийнинеҥ ары јӱгӱрдилер,Его друзья побежали за ним,И. Шодоев,Нӧкӧрлӧри оныҥ кийнинеҥ ары јӱгӱрдилер (И. Шодоев) Его друзья побежали за ним
3526,1,2,Менjи потпуш јаар јӱгӱрди,менjи потпуш јаар јӱгӱрди,Мендьи побежал в сторо- ну курятника,Б. Укачин,Менjи потпуш јаар јӱгӱрди (Б. Укачин) Мендьи побежал в сторо- ну курятника
3528,3,1,Олор ончозы јӱгӱрӱк аттарлу,олор ончозы јӱгӱрӱк аттарлу,Они все име- ют быстроногих коней,С. Суразаков,Олор ончозы јӱгӱрӱк аттарлу (С. Суразаков) Они все име- ют быстроногих коней
3529,1,1,Кыс јӱгӱрӱкле ба- рып келди,кыс јӱгӱрӱкле ба- рып келди,Девушка сходила бегом,С. Суразаков,Кыс јӱгӱрӱкле ба- рып келди (С. Суразаков) Девушка сходила бегом
3531,1,1,"Элдеҥ ле озо, кураандар ойто ло меес эдектей јӱгӱрижер","элдеҥ ле озо, кураандар ойто ло меес эдектей јӱгӱрижер","Прежде всего, ягнята снова будут бегать на подножьях отлогого безлесного ме- ста",Б.Укачин,"Элдеҥ ле озо, кураандар ойто ло меес эдектей јӱгӱрижер (Б.Укачин) Прежде всего, ягнята снова будут бегать на подножьях отлогого безлесного ме- ста"
3537,1,1,Эбире јӱзӱн ле чечектер тол- тыра,эбире јӱзӱн ле чечектер тол- тыра,Вокруг полно разноо- бразных цветов,С. Суразаков,Эбире јӱзӱн ле чечектер тол- тыра (С. Суразаков) Вокруг полно разноо- бразных цветов
3537,3,2,jӱзӱнниҥ солумазы личное ме- стоимение јӱзӱн-јӱӱр јуруктар јурайт,jӱзӱнниҥ солумазы личное ме- стоимение јӱзӱн-јӱӱр јуруктар јурайт,Мо- роз рисует разнообразные рисунки на окнах домов,У. Садыков,jӱзӱнниҥ солумазы личное ме- стоимение јӱзӱн-јӱӱр јуруктар јурайт (У. Садыков) Мо- роз рисует разнообразные рисунки на окнах домов
3541,1,1,Магазиннеҥ садып алган ойынчык айулардыҥ топчыдаҥ эткен кӧстӧрине јӱзӱндеш,магазиннеҥ садып алган ойынчык айулардыҥ топчыдаҥ эткен кӧстӧрине јӱзӱндеш,"Похожи на сделанные из пуговиц глаза игрушек-медвежат, кулен- ных в магазине",Б. Укачин,"Магазиннеҥ садып алган ойынчык айулардыҥ топчыдаҥ эткен кӧстӧрине јӱзӱндеш (Б. Укачин) Похожи на сделанные из пуговиц глаза игрушек-медвежат, кулен- ных в магазине"
3544,1,1,"Эмеген Кулјачыныҥ уур јӱгин аjарып кӧрӧлӧ, сӱӱнгенинеҥ эрмек- тенди …","эмеген кулјачыныҥ уур јӱгин аjарып кӧрӧлӧ, сӱӱнгенинеҥ эрмек- тенди …","Женщина, разглядев тяжёлую ношу Кулдьачы, от радости прого- ворила…",У. Садыков,"Эмеген Кулјачыныҥ уур јӱгин аjарып кӧрӧлӧ, сӱӱнгенинеҥ эрмек- тенди … (У. Садыков) Женщина, разглядев тяжёлую ношу Кулдьачы, от радости прого- ворила…"
3547,1,1,"Азыйда ол ло бир јыртык јӱкпелӱ јӱретен, сӱрекей арык Чергий эмтир ине!","азыйда ол ло бир јыртык јӱкпелӱ јӱретен, сӱрекей арык чергий эмтир ине!","Оказывается, эта та очень худая Чергий, которая раньше хо- дила в рваной юбке! - большой мешок",Б. Укачин,"Азыйда ол ло бир јыртык јӱкпелӱ јӱретен, сӱрекей арык Чергий эмтир ине! (Б. Укачин) Оказывается, эта та очень худая Чергий, которая раньше хо- дила в рваной юбке! - большой мешок"
3548,1,1,Јаҥыс ла малтазын јӱктенип алган келген,јаҥыс ла малтазын јӱктенип алган келген,"Взва- лив себе за плечо только свой топор, пришёл",С. Суразаков,"Јаҥыс ла малтазын јӱктенип алган келген (С. Суразаков) Взва- лив себе за плечо только свой топор, пришёл"
3548,1,2,"«Тос» мылтыгын да јӱктенип, кырга чы- гатан","тос мылтыгын да јӱктенип, кырга чы- гатан","Взвалив себе за плечо даже своё ружьё ТОЗ, поднимался на гору",С. Суразаков,"«Тос» мылтыгын да јӱктенип, кырга чы- гатан (С. Суразаков) Взвалив себе за плечо даже своё ружьё ТОЗ, поднимался на гору"
3548,1,3,Эртезинде Кӧкӱш аткан аҥын кӧндӱре Ку- лунга јӱктенип экелген,эртезинде кӧкӱш аткан аҥын кӧндӱре ку- лунга јӱктенип экелген,"Наза- втра Кёкюш прямиком принёс Кулуну своего убитого оленя, положив себе на плечи",С. Суразаков,"Эртезинде Кӧкӱш аткан аҥын кӧндӱре Ку- лунга јӱктенип экелген (С. Суразаков) Наза- втра Кёкюш прямиком принёс Кулуну своего убитого оленя, положив себе на плечи"
3550,1,1,Мен сени бу ла јӱктенчигиҥле катай да кучак- танып аларым,мен сени бу ла јӱктенчигиҥле катай да кучак- танып аларым,Я тебя вот с этой вот ношей возьму себе на руки,У. Садыков,Мен сени бу ла јӱктенчигиҥле катай да кучак- танып аларым (У. Садыков) Я тебя вот с этой вот ношей возьму себе на руки
3555,1,1,"Јакшы болзын, ада, јакшы јӱригер!","јакшы болзын, ада, јакшы јӱригер!","До свидания, отец, живите хо- рошо!",И. Шодоев,"Јакшы болзын, ада, јакшы јӱригер! (И. Шодоев) До свидания, отец, живите хо- рошо!"
3555,1,2,Је энеҥ кандый јӱрӱ?,је энеҥ кандый јӱрӱ?,Ну как твоя мать поживает?,Б. Укачин,Је энеҥ кандый јӱрӱ? (Б. Укачин) Ну как твоя мать поживает?
3555,2,3,айу - кожо тайгада јӱрерге макалу…,айу - кожо тайгада јӱрерге макалу…,Ему вместе со своим отцом хорошо быть в тайге…,Б. Укачин,айу - кожо тайгада јӱрерге макалу… (Б. Укачин) Ему вместе со своим отцом хорошо быть в тайге…
3556,1,1,"Олорго јӱрбей барарда, керек там аайланган","олорго јӱрбей барарда, керек там аайланган","Когда перестал бывать у них, дело пуще наладилось",С. Сураза- ков,"Олорго јӱрбей барарда, керек там аайланган (С. Сураза- ков) Когда перестал бывать у них, дело пуще наладилось"
3556,2,2,Мын- да керептер јӱрер,мын- да керептер јӱрер,Здесь бу- дут ходить корабли,С. Суразаков,Мын- да керептер јӱрер (С. Суразаков) Здесь бу- дут ходить корабли
3556,4,3,"Улус кирип ле келзе, олордыҥ эзен- амырын да укпай, тӧриндеги кып јаар јӱрӱп калар","улус кирип ле келзе, олордыҥ эзен- амырын да укпай, тӧриндеги кып јаар јӱрӱп калар","Как только люди зайдут, даже не здороваясь с ними, уходила в дальнюю комнату",Б. Укачин,"Улус кирип ле келзе, олордыҥ эзен- амырын да укпай, тӧриндеги кып јаар јӱрӱп калар (Б. Укачин) Как только люди зайдут, даже не здороваясь с ними, уходила в дальнюю комнату"
3560,1,1,"Унтер офи- цер эжиктеҥ чыгып, јӱре берди","унтер офи- цер эжиктеҥ чыгып, јӱре берди","Унтер офицер, выйдя из дверей, ушёл",И. Шодо- ев,"Унтер офи- цер эжиктеҥ чыгып, јӱре берди (И. Шодо- ев) Унтер офицер, выйдя из дверей, ушёл"
3560,1,2,Оноҥ эртенгизинде ле јӱре берген,оноҥ эртенгизинде ле јӱре берген,Потом на следующий же день уехал,Б. Ука- чин,Оноҥ эртенгизинде ле јӱре берген (Б. Ука- чин) Потом на следующий же день уехал
3561,1,1,Бастыра јӱрегиле Со- ветке беринген улус,бастыра јӱрегиле со- ветке беринген улус,Всем сво- им сердцем Совету отдавшийся народ,И. Шодоев,Бастыра јӱрегиле Со- ветке беринген улус (И. Шодоев) Всем сво- им сердцем Совету отдавшийся народ
3563,1,1,"Шак мынайып, јӱрӱмде кӧп немелер ундылып јат","шак мынайып, јӱрӱмде кӧп немелер ундылып јат",Вот именно таким образом в жизни многие вещи забываются,Б. Укачин,"Шак мынайып, јӱрӱмде кӧп немелер ундылып јат (Б. Укачин) Вот именно таким образом в жизни многие вещи забываются"
3563,1,2,Огоштоҥ ала ого јӱрӱмниҥ кату јолдорын ӧдӧргӧ келишкен,огоштоҥ ала ого јӱрӱмниҥ кату јолдорын ӧдӧргӧ келишкен,С детства ему пришлось проходить труд- ные дороги жизни,У. Сады- ков,Огоштоҥ ала ого јӱрӱмниҥ кату јолдорын ӧдӧргӧ келишкен (У. Сады- ков) С детства ему пришлось проходить труд- ные дороги жизни
3568,1,1,Эрке јӱстер санаамнаҥ чыкпайт,эрке јӱстер санаамнаҥ чыкпайт,Добрые лица не вы- ходят из моей памяти,С. Суразаков,Эрке јӱстер санаамнаҥ чыкпайт (С. Суразаков) Добрые лица не вы- ходят из моей памяти
3569,1,1,Байа эҥирде сууда кӧп ӧртӧктӧр јӱскен,байа эҥирде сууда кӧп ӧртӧктӧр јӱскен,Недавно вечером в воде много уток плавало,С. Суразаков,Байа эҥирде сууда кӧп ӧртӧктӧр јӱскен (С. Суразаков) Недавно вечером в воде много уток плавало
3575,2,1,"Сен јӱӱле бердиҥ бе? Эйе, канайдарыҥ, јӱӱлгем","сен јӱӱле бердиҥ бе? эйе, канайдарыҥ, јӱӱлгем","Ты сдурел что ли? Да, что поде- лаешь, сдурел",Б. Укачин,"Сен јӱӱле бердиҥ бе? Эйе, канайдарыҥ, јӱӱлгем (Б. Укачин) Ты сдурел что ли? Да, что поде- лаешь, сдурел"
3581,1,1,Суудаҥ таҥ эртенги соок јыбар согот,суудаҥ таҥ эртенги соок јыбар согот,С реки дует утренний холодный лёгкий ветерок,С. Суразаков,Суудаҥ таҥ эртенги соок јыбар согот (С. Суразаков) С реки дует утренний холодный лёгкий ветерок
3583,1,1,Эки јара јыгылган тыттарды айдазыҥ ба?,эки јара јыгылган тыттарды айдазыҥ ба?,Ты говоришь про те упавшие в разные стороны лиственницы?,Б. Укачин,Эки јара јыгылган тыттарды айдазыҥ ба? (Б. Укачин) Ты говоришь про те упавшие в разные стороны лиственницы?
3584,2,1,Је кызылдар јууктаган сайын улустыҥ јыгылыжы кӧптӧди,је кызылдар јууктаган сайын улустыҥ јыгылыжы кӧптӧди,"Но по мере того как приближались красные, увеличивалась смерть людей",И. Шодоев,"Је кызылдар јууктаган сайын улустыҥ јыгылыжы кӧптӧди (И. Шодоев) Но по мере того как приближались красные, увеличивалась смерть людей"
3595,2,1,"Оны јыга соголо, тӱрмеге јыдыганча, эмеш чыдаш","оны јыга соголо, тӱрмеге јыдыганча, эмеш чыдаш","Чем, прибив его насмерть, гнить в тюрьме, потер- пи немного",И. Шодоев,"Оны јыга соголо, тӱрмеге јыдыганча, эмеш чыдаш (И. Шодоев) Чем, прибив его насмерть, гнить в тюрьме, потер- пи немного"
3610,1,1,Коҥур- Айгыр деп ӧзӧктӧ мылтыктыҥ табыжы јызырт-јызырт эде берген,коҥур- айгыр деп ӧзӧктӧ мылтыктыҥ табыжы јызырт-јызырт эде берген,В долине Конур-Айгыр прогремели звуки ру- жья,А. Ередеев,Коҥур- Айгыр деп ӧзӧктӧ мылтыктыҥ табыжы јызырт-јызырт эде берген (А. Ередеев) В долине Конур-Айгыр прогремели звуки ру- жья
3611,1,1,"Айлы кӱйӱп турган, чакыны јыгып койгон","айлы кӱйӱп турган, чакыны јыгып койгон","Его дом горел, коновязь свалили",С. Сураза- ков,"Айлы кӱйӱп турган, чакыны јыгып койгон (С. Сураза- ков) Его дом горел, коновязь свалили"
3614,1,1,Элбек вестибюль- де јык ла толо улус,элбек вестибюль- де јык ла толо улус,В простор- ном вестибюле полно народу,Б. Укачин,Элбек вестибюль- де јык ла толо улус (Б. Укачин) В простор- ном вестибюле полно народу
3614,1,2,Вагондордыҥ ӱстинде јык ла толтыра улус,вагондордыҥ ӱстинде јык ла толтыра улус,На вагонах полным-полно народу,И. Шодоев,Вагондордыҥ ӱстинде јык ла толтыра улус (И. Шодоев) На вагонах полным-полно народу
3618,1,1,ӱредӱ jылдар годы койор болбой,ӱредӱ jылдар годы койор болбой,"Наверное, при- мерно за пять-шесть лет выполнит",И. Шодоев,"ӱредӱ jылдар годы койор болбой (И. Шодоев) Наверное, при- мерно за пять-шесть лет выполнит"
3618,2,2,Сени бис бу јыл сарлыктар кыштатсын деп јӧптӧштибис,сени бис бу јыл сарлыктар кыштатсын деп јӧптӧштибис,"Мы между собой решили, что в этом году ты будешь сле- дить за зимовкой яков",С. Суразаков,"Сени бис бу јыл сарлыктар кыштатсын деп јӧптӧштибис (С. Суразаков) Мы между собой решили, что в этом году ты будешь сле- дить за зимовкой яков"
3618,3,3,"Бу апшыйак јылдыҥ ла јиит уулдарды ээчи- дип, аҥдап јӱретен","бу апшыйак јылдыҥ ла јиит уулдарды ээчи- дип, аҥдап јӱретен","Этот дедуш- ка охотился, беря с собой ежегодно молодых парней",А. Ередеев,"Бу апшыйак јылдыҥ ла јиит уулдарды ээчи- дип, аҥдап јӱретен (А. Ередеев) Этот дедуш- ка охотился, беря с собой ежегодно молодых парней"
3619,1,1,"Адучы чана- зын чечеле, бойы кардыҥ ӱстиле мылтык- ту јылып барды","адучы чана- зын чечеле, бойы кардыҥ ӱстиле мылтык- ту јылып барды","Адучы, сняв свои лыжи, сам с ружьём пополз по снегу",С. Суразаков,"Адучы чана- зын чечеле, бойы кардыҥ ӱстиле мылтык- ту јылып барды (С. Суразаков) Адучы, сняв свои лыжи, сам с ружьём пополз по снегу"
3622,1,1,"Ирбис тÿжиле энезиле кожо койлор кабырган, эмди отко jылаҥаш бут- тарын, ачык ичин изидип отуры","ирбис тÿжиле энезиле кожо койлор кабырган, эмди отко jылаҥаш бут- тарын, ачык ичин изидип отуры","Ирбис целый день пас вместе со своей матерью овец, теперь сидит, грея на огне го- лые ноги, открытый живот",Л. Кокы- шев,"Ирбис тÿжиле энезиле кожо койлор кабырган, эмди отко jылаҥаш бут- тарын, ачык ичин изидип отуры (Л. Кокы- шев) Ирбис целый день пас вместе со своей матерью овец, теперь сидит, грея на огне го- лые ноги, открытый живот"
3622,2,2,"Jе тÿҥей ле эҥ ле агару ла кару деп, ол jылаҥаш буттарлу jайларды…ай- дар эдим","jе тÿҥей ле эҥ ле агару ла кару деп, ол jылаҥаш буттарлу jайларды…ай- дар эдим","Но всё равно са- мыми святыми и дорогими назвала бы…те летние времена, [когда ходили] с босыми но- гами",А. Майманова,"Jе тÿҥей ле эҥ ле агару ла кару деп, ол jылаҥаш буттарлу jайларды…ай- дар эдим (А. Майманова) Но всё равно са- мыми святыми и дорогими назвала бы…те летние времена, [когда ходили] с босыми но- гами"
3632,1,1,"Колмылтыгын кабынаҥ чыгарып алала, калыҥ карды jыра тартып, деремне jаар jылгажактады","колмылтыгын кабынаҥ чыгарып алала, калыҥ карды jыра тартып, деремне jаар jылгажактады","Вытащив пистолет из кобуры, пополз, разрывая толстый снег, в сторону де- ревни",Л. Кокышев,"Колмылтыгын кабынаҥ чыгарып алала, калыҥ карды jыра тартып, деремне jаар jылгажактады (Л. Кокышев) Вытащив пистолет из кобуры, пополз, разрывая толстый снег, в сторону де- ревни"
3636,1,1,"Ба- сёк мылчага јылгаштап једеле, араай ун- чукты…","ба- сёк мылчага јылгаштап једеле, араай ун- чукты…","Басёк, дойдя полз- ком до бани, тихо промолвил…",С. Суразаков,"Ба- сёк мылчага јылгаштап једеле, араай ун- чукты… (С. Суразаков) Басёк, дойдя полз- ком до бани, тихо промолвил…"
3642,1,1,"орынды геликтерин ары-бери тӱрген јылдырып, ондорды, јӱстерди ле муҥдарды кожыш- тырып ла катапташтырып сала берди","орынды геликтерин ары-бери тӱрген јылдырып, ондорды, јӱстерди ле муҥдарды кожыш- тырып ла катапташтырып сала берди","Тоненькие и длинные пальцы молодой женщины, быстро передвигая туда- сюда круглешки счёта, начали прибавлять и умножать десятки, сотни и тысячи",Б.Укачин,"орынды геликтерин ары-бери тӱрген јылдырып, ондорды, јӱстерди ле муҥдарды кожыш- тырып ла катапташтырып сала берди (Б.Укачин) Тоненькие и длинные пальцы молодой женщины, быстро передвигая туда- сюда круглешки счёта, начали прибавлять и умножать десятки, сотни и тысячи"
3642,1,2,"Кай- ын энези табакты јылдырып, айакка чай урды","кай- ын энези табакты јылдырып, айакка чай урды","Свекровь, передвинув та- зик, налила в пиалу чай",И. Шодоев,"Кай- ын энези табакты јылдырып, айакка чай урды (И. Шодоев) Свекровь, передвинув та- зик, налила в пиалу чай"
3647,1,1,"Балдар чып ла чын анайып са- нангылап, эҥир ле кирзе, јылдыстардаҥ кӧс кыйбайтандар","балдар чып ла чын анайып са- нангылап, эҥир ле кирзе, јылдыстардаҥ кӧс кыйбайтандар",,Б. Укачин,"Балдар чып ла чын анайып са- нангылап, эҥир ле кирзе, јылдыстардаҥ кӧс кыйбайтандар (Б. Укачин)"
3647,1,2,"Јайгы тӱн удаар эмес, таҥ адып, јылдыстар суйуй бе- рер","јайгы тӱн удаар эмес, таҥ адып, јылдыстар суйуй бе- рер",,У. Садыков,"Јайгы тӱн удаар эмес, таҥ адып, јылдыстар суйуй бе- рер (У. Садыков)"
3655,1,1,Јылкыларды мен јаан улусла кожо кабырып јадым,јылкыларды мен јаан улусла кожо кабырып јадым,Коней я пасу вместе со взрослы- ми,Б. Укачин,Јылкыларды мен јаан улусла кожо кабырып јадым (Б. Укачин) Коней я пасу вместе со взрослы- ми
3655,2,2,Адазыныҥ јылкы кабырып тур- ган Ак-Сас деп ӧзӧк,адазыныҥ јылкы кабырып тур- ган ак-сас деп ӧзӧк,"Долина, на- зываемая Ак-Сас, где его отец пасёт лошадей",Б. Укачин,"Адазыныҥ јылкы кабырып тур- ган Ак-Сас деп ӧзӧк (Б. Укачин) Долина, на- зываемая Ак-Сас, где его отец пасёт лошадей"
